Date Time,Model Name,Agent Name,Exam Name,Temperature,Problem ID,Source,Source ID,Topic,Problem,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Agent Answer,Correct Answer,Solution,Score,Input Tokens,Output Tokens,Total Tokens,Error
2024-06-09 23:50:19,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,31,agi-eval/lsat-ar,50,Law,"Topic: Law
Context: An administrator must assign parking spaces to six new employees: Robertson, Souza, Togowa, Vaughn, Xu, and Young. Each of the six employees must be assigned one of the following parking spaces: #1, #2, #3, #4, #5, or #6. No two employees can be assigned the same parking space. The following rules govern the assignment of parking spaces: Young must be assigned a higher-numbered parking space than Togowa. Xu must be assigned a higher-numbered parking space than Souza. Robertson must be assigned a higher-numbered parking space than Young. Robertson must be assigned parking space #1, #2, #3, or #4.
Question: The assignment of parking spaces to each of the new employees is fully and uniquely determined if which one of the following is true?
Choices:
  A: Souza is assigned parking space #1.
  B: Young is assigned parking space #2.
  C: Vaughn is assigned parking space #3.
  D: Robertson is assigned parking space #4.
  E: Xu is assigned parking space #5.
",D,D,D,D,D,D,D,D,D,D,D,C,,0,521,2787,3308,
2024-06-09 23:50:25,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,32,agi-eval/lsat-ar,29,Law,"Topic: Law
Context: A panel of five scientists will be formed. The panelists will be selected from among three botanists—F, G, and H—three chemists—K, L, and M—and three zoologists—P, Q, and R. Selection is governed by the following conditions: The panel must include at least one scientist of each of the three types. If more than one botanist is selected, then at most one zoologist is selected. F and K cannot both be selected. K and M cannot both be selected. If M is selected, both P and R must be selected.
Question: If both G and H are among the scientists selected, then the panel must include either
Choices:
  A: F or else K
  B: F or else M
  C: K or else M
  D: M or else Q
  E: P or else Q
",C,A,B,D,A,C,B,C,C,A,C,A,,0,474,1571,2045,
2024-06-09 23:50:30,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,33,agi-eval/lsat-ar,85,Law,"Topic: Law
Context: A software company employs exactly seven sales representatives—Kim, Mahr, Parra, Quinn, Stuckey, Tiao, and Udall—to work in its three sales zones—Zone 1, Zone 2, and Zone 3. Each sales representative works in exactly one of the sales zones, in accordance with the following conditions: Either Parra or Tiao (but not both) works in Zone 1. Either Tiao or Udall (but not both) works in Zone 2. Parra and Quinn work in the same sales zone as each other. Stuckey and Udall work in the same sales zone as each other. There are more of the sales representatives working in Zone 3 than in Zone 2.
Question: Which one of the following could be a complete and accurate list of the sales representatives working in Zone 3?
Choices:
  A: Kim, Mahr
  B: Kim, Tiao
  C: Parra, Quinn
  D: Stuckey, Tiao, Udall
  E: Parra, Quinn, Stuckey, Udall
",D,A,A,A,E,E,E,A,D,E,E,A,,0,519,2421,2940,
2024-06-09 23:50:36,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,34,agi-eval/lsat-ar,42,Law,"Topic: Law
Context: A bakery makes exactly three kinds of cookie—oatmeal, peanut butter, and sugar. Exactly three batches of each kind of cookie are made each week (Monday through Friday) and each batch is made, from start to finish, on a single day. The following conditions apply: No two batches of the same kind of cookie are made on the same day. At least one batch of cookies is made on Monday. The second batch of oatmeal cookies is made on the same day as the first batch of peanut butter cookies. The second batch of sugar cookies is made on Thursday.
Question: If one kind of cookie's first batch is made on the same day as another kind of cookie's third batch, then which one of the following could be false?
Choices:
  A: At least one batch of cookies is made on each of the five days.
  B: At least two batches of cookies are made on Wednesday.
  C: Exactly one batch of cookies is made on Monday.
  D: Exactly two batches of cookies are made on Tuesday.
  E: Exactly one batch of cookies is made on Friday.
",C,B,N,C,E,C,C,B,E,B,C,E,,0,516,3014,3530,
2024-06-09 23:50:44,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,35,agi-eval/lsat-ar,188,Law,"Topic: Law
Context: Seven workers—Quinn, Ruiz, Smith, Taylor, Verma, Wells, and Xue—are being considered for a special project. Exactly three of the workers will be selected to be project members, and exactly one of these project members will be the project leader. The selection is subject to the following constraints: Quinn or Ruiz can be a project member only if leading the project. If Smith is a project member, Taylor must also be. If Wells is a project member, neither Ruiz nor Verma can be.
Question: If Taylor is not a project member, which one of the following workers must be a project member?
Choices:
  A: Quinn
  B: Ruiz
  C: Verma
  D: Wells
  E: Xue
",A,A,A,E,A,B,A,A,A,A,A,E,,0,445,1061,1506,
2024-06-09 23:50:47,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,36,agi-eval/lsat-ar,118,Law,"Topic: Law
Context: A concert promoter is filling the six slots at a benefit concert. The slots, from earliest to latest, are numbered slot one through slot six. The slots will be filled by six bands—Uneasy, Vegemite, Wellspring, Xpert, Yardsign, and Zircon. Each band will perform in just one slot. The order must meet the following constraints: Vegemite performs in an earlier slot than Zircon. Wellspring and Zircon each perform in an earlier slot than Xpert. Uneasy performs in one of the last three slots. Yardsign performs in one of the first three slots.
Question: If Veqemite performs in slot three, which one of the following must be true?
Choices:
  A: Uneasy performs in an earlier slot than Xpert.
  B: Wellspring performs in an earlier slot than zircon
  C: Xpert performs in an earlier slot than Uneasy
  D: Yardsign performs in an earlier slot than, wellspring
  E: Zircon performs in an earlier slot than Uneasy.
",C,B,E,B,B,D,B,B,B,B,B,B,,1,512,2795,3307,
2024-06-09 23:50:52,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,37,agi-eval/lsat-ar,166,Law,"Topic: Law
Context: A detective is trying to determine the order in which a criminal recruited seven accomplices—Peters, Quinn, Rovero, Stanton, Tao, Villas, and White. In addition to discovering that the suspect recruited the accomplices one at a time, the detective has established the following: Stanton was recruited neither immediately before nor immediately after Tao. Quinn was recruited earlier than Rovero. Villas was recruited immediately before White. Peters was recruited fourth.
Question: If White was recruited earlier than Rovero and if Rovero was recruited earlier than Tao, then which one of the following could be true?
Choices:
  A: Quinn was recruited first.
  B: Rovero was recruited third.
  C: Stanton was recruited second.
  D: Tao was recruited sixth.
  E: Villas was recruited sixth.
",D,A,D,D,D,B,A,D,D,B,D,A,,0,455,2109,2564,
2024-06-09 23:50:58,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,38,agi-eval/lsat-ar,66,Law,"Topic: Law
Context: Exactly eight books—F, G, H, I, K, L, M, O—are placed on a bookcase with exactly three shelves—the top shelf, the middle shelf, and the bottom shelf. At least two books are placed on each shelf. The following conditions must apply: More of the books are placed on the bottom shelf than the top shelf. I is placed on the middle shelf. K is placed on a higher shelf than F. O is placed on a higher shelf than L. F is placed on the same shelf as M.
Question: Which one of the following could be a complete and accurate list of the books placed on the bottom shelf?
Choices:
  A: F, M
  B: F, H, M
  C: G, H, K
  D: F, G, M, O
  E: G, H, L, M
",C,B,B,A,D,B,B,C,B,C,B,B,,1,473,1856,2329,
2024-06-09 23:51:01,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,39,agi-eval/lsat-ar,184,Law,"Topic: Law
Context: A publisher is planning to publish six cookbooks—K, L, M, N, O, and P—over the course of the next year. Each cookbook will be published in one of two seasons—fall or spring—subject to the following conditions: M and P cannot be published in the same season as each other. K and N must be published in the same season as each other. If K is published in the fall, O must also be published in the fall. If M is published in the fall, N must be published in the spring
Question: Which one of the following, if substituted for the condition that if M is published in the fall, N must be published in the spring, would have the same effect in determining the schedule for the publication of the cookbooks?
Choices:
  A: If L is published in the fall, M must be published in the spring.
  B: If N is published in the fall, P must also be published in the fall.
  C: If M is published in the spring, P must be published in the fall.
  D: If N is published in the spring, M must also be published in the spring.
  E: If 0 is published in the spring, N must also be published in the spring.
",D,D,D,D,D,D,D,D,D,D,D,B,,0,552,2019,2571,
2024-06-09 23:51:05,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,40,agi-eval/lsat-ar,220,Law,"Topic: Law
Context: At an upcoming exhibition, four art students—Franz, Greene, Hidalgo, and Isaacs—will each display exactly two paintings—an oil and a watercolor. Exactly two paintings will be displayed on each of the walls of the exhibition room—walls 1, 2, 3, and 4—with one painting in the upper position and one in the lower position. The following conditions will apply: No wall has only watercolors displayed on it. No wall has the work of only one student displayed on it. No wall has both a painting by Franz and a painting by Isaacs displayed on it. Greene's watercolor is displayed in the upper position of the wall on which Franz's oil is displayed. Isaacs's oil is displayed in the lower position of wall 4.
Question: If Isaacs's watercolor is displayed on wall 2 and Franz's oil is displayed on wall 3, which one of the following must be displayed on wall 1?
Choices:
  A: Franz's watercolor
  B: Greene's oil
  C: Greene's watercolor
  D: Hidalgo's oil
  E: Hidalgo's watercolor
",E,E,C,E,D,E,B,D,B,B,E,A,,0,533,1990,2523,
2024-06-09 23:51:10,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,41,agi-eval/lsat-ar,4,Law,"Topic: Law
Context: Of the eight students—George, Helen, Irving, Kyle, Lenore, Nina, Olivia, and Robert—in a seminar, exactly six will give individual oral reports during three consecutive days—Monday, Tuesday, and Wednesday. Exactly two reports will be given each day—one in the morning and one in the afternoon—according to the following conditions: Tuesday is the only day on which George can give a report. Neither Olivia nor Robert can give an afternoon report. If Nina gives a report, then on the next day Helen and Irving must both give reports, unless Nina's report is given on Wednesday.
Question: If George, Nina, and Robert give reports and they do so on different days from one another, which one of the following could be true?
Choices:
  A: Helen gives a report on Wednesday.
  B: Nina gives a report on Monday.
  C: Nina gives a report on Tuesday.
  D: Olivia gives a report on Monday.
  E: Robert gives a report on Wednesday.
",A,A,A,A,A,A,N,A,C,A,A,A,,1,494,2643,3137,
2024-06-09 23:51:14,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,42,agi-eval/lsat-ar,189,Law,"Topic: Law
Context: Seven workers—Quinn, Ruiz, Smith, Taylor, Verma, Wells, and Xue—are being considered for a special project. Exactly three of the workers will be selected to be project members, and exactly one of these project members will be the project leader. The selection is subject to the following constraints: Quinn or Ruiz can be a project member only if leading the project. If Smith is a project member, Taylor must also be. If Wells is a project member, neither Ruiz nor Verma can be.
Question: The selection for the project is completely determined if which one of the following is true?
Choices:
  A: Neither Quinn nor Smith is selected.
  B: Neither Quinn nor Taylor is selected.
  C: Neither Quinn nor Xue is selected.
  D: Neither Ruiz nor Wells is selected.
  E: Neither Ruiz nor Verma is selected.
",A,D,E,D,D,B,E,D,D,E,D,B,,0,468,2839,3307,
2024-06-09 23:51:20,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,43,agi-eval/lsat-ar,87,Law,"Topic: Law
Context: A software company employs exactly seven sales representatives—Kim, Mahr, Parra, Quinn, Stuckey, Tiao, and Udall—to work in its three sales zones—Zone 1, Zone 2, and Zone 3. Each sales representative works in exactly one of the sales zones, in accordance with the following conditions: Either Parra or Tiao (but not both) works in Zone 1. Either Tiao or Udall (but not both) works in Zone 2. Parra and Quinn work in the same sales zone as each other. Stuckey and Udall work in the same sales zone as each other. There are more of the sales representatives working in Zone 3 than in Zone 2.
Question: If Mahr and Stuckey work in the same sales zone, then which one of the following could be true?
Choices:
  A: Kim works in Zone 2.
  B: Mahr works in Zone 1.
  C: Parra works in Zone 3.
  D: Stuckey works in Zone 2.
  E: Tiao works in Zone 1.
",B,C,B,D,C,D,C,D,C,C,C,A,,0,525,1890,2415,
2024-06-09 23:51:24,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,44,agi-eval/lsat-ar,76,Law,"Topic: Law
Context: A shopping center has exactly seven spaces—space 1 through space 7—arranged in a straight row. Seven businesses—an optometrist, a pharmacy, two restaurants, a shoe store, a toy store, and a veterinarian—will be located in the shopping center, one in each space. The locations of the businesses are subject to the following constraints: The pharmacy must be at one end of the row and one of the restaurants at the other. The two restaurants must be separated by at least two other businesses. The pharmacy must be next to either the optometrist or the veterinarian. The toy store cannot be next to the veterinarian.
Question: Which one of the following could be the order of the businesses in spaces 1 through 7 respectively?
Choices:
  A: pharmacy, optometrist, shoe store, restaurant, veterinarian, toy store, restaurant
  B: pharmacy, veterinarian, optometrist, shoe store, restaurant, toy store, restaurant
  C: restaurant, shoe store, veterinarian, pharmacy, optometrist, toy store, restaurant
  D: restaurant, toy store, optometrist, restaurant, veterinarian, shoe store, pharmacy
  E: restaurant, optometrist, toy store, restaurant, shoe store, veterinarian, pharmacy
",B,E,B,B,B,B,D,A,B,B,B,E,,0,550,2564,3114,
2024-06-09 23:51:30,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,45,agi-eval/lsat-ar,214,Law,"Topic: Law
Context: An author is planning to write a mystery novel consisting of seven chapters, chapter 1 through chapter 7. Each of seven different clues—R, S, T, U, W, X, and Z—is to be mentioned exactly once, one clue per chapter. The order in which the clues are mentioned is subject to the following constraints: T cannot be mentioned in chapter 1. T must be mentioned before W, and there must be exactly two chapters separating the mention of T from the mention of W. S and Z cannot be mentioned in adjacent chapters. W and X cannot be mentioned in adjacent chapters. U and X must be mentioned in adjacent chapters.
Question: If X is mentioned in chapter 1, which one of the following could be true?
Choices:
  A: R is mentioned in chapter 3.
  B: R is mentioned in chapter 7.
  C: S is mentioned in chapter 2.
  D: W is mentioned in chapter 5.
  E: Z is mentioned in chapter 3.
",C,B,,D,N,D,D,A,A,B,D,E,,0,501,3356,3857,
2024-06-09 23:51:43,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,46,agi-eval/lsat-ar,173,Law,"Topic: Law
Context: In the Lifestyle, Metro, and Sports sections of tomorrow's newspaper, a total of six different photographs are to appear, exactly two photographs per section. Each of the available photographs was taken by one of three photographers: Fuentes, Gagnon, and Hue. Selection of the photographs is constrained by the following conditions: For each photographer, at least one but no more than three of that photographers photographs must appear. At least one photograph in the Lifestyle section must be by a photographer who has at least one photograph in the Metro section. The number of Hue's photographs in the Lifestyle section must be the same as the number of Fuentes photographs in the Sports section. None of Gagnon's photographs can be in the Sports section.
Question: If both photographs in one of the three sections are by Gagnon, then which one of the following could be true?
Choices:
  A: Both photographs in the Lifestyle section are by Hue.
  B: One photograph in the Lifestyle section is by Fuentes and one is by Hue.
  C: Both photographs in the Metro section are by Fuentes.
  D: One photograph in the Metro section is by Gagnon and one is by Hue.
  E: Both photographs in the Sports section are by Hue.
",B,B,D,D,D,B,B,B,D,B,B,E,,0,546,2409,2955,
2024-06-09 23:51:47,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,47,agi-eval/lsat-ar,200,Law,"Topic: Law
Context: During the weeklong grand opening of a new antique shop, the antique dealer will auction exactly one antique per day for six consecutive days—June 1st through June 6th. The antiques to be auctioned are: a harmonica, a lamp, a mirror, a sundial, a table, and a vase. The following conditions apply: The sundial is not auctioned on June 1st. If the harmonica is auctioned on an earlier date than the lamp, then the mirror is also auctioned on an earlier date than the lamp. The sundial is auctioned on an earlier date than the mirror and also on an earlier date than the vase. The table is auctioned on an earlier date than the harmonica or on an earlier date than the vase, but not both.
Question: Which one of the following could be true?
Choices:
  A: The mirror is auctioned on June 2nd.
  B: The lamp is auctioned on June 2nd.
  C: The vase is auctioned on. June 2nd.
  D: The lamp is auctioned on June 3rd.
  E: The mirror is auctioned on June 5th.
",N,,B,A,D,B,,B,A,A,B,E,,0,539,5525,6064,
2024-06-09 23:51:58,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,48,agi-eval/lsat-ar,230,Law,"Topic: Law
Context: Three real estate companies—RealProp, Southco, and Trustcorp—are considering trading buildings with one another. Each building they own is categorized as either class 1, class 2, or class 3, depending on its approximate value: RealProp owns the Garza Tower (class 1), the Yates House (class 3), and the Zimmer House (class 3). Southco owns the Flores Tower (class 1) and the Lynch Building (class 2). Trustcorp owns the King Building, the Meyer Building, and the Ortiz Building, all of which are class 2. Each trade must be of exactly one of the following three kinds: Trading one building for one other building of the same class Trading one class 1 building for two class 2 buildings Trading one class 2 building for two class 3 buildings
Question: Which one of the following CANNOT be true, no matter how many trades are made?
Choices:
  A: The buildings owned by RealProp are the Lynch Building, the Meyer Building, and the Ortiz Building.
  B: The buildings owned by Southco are the Garza Tower and the Meyer Building.
  C: The buildings owned by Southco are the King Building, the Meyer Building, and the Ortiz Building.
  D: The buildings owned by Trustcorp are the Flores Tower and the Yates House.
  E: The buildings owned by Trustcorp are the Garza Tower and the Lynch Building.
",A,B,A,A,A,A,A,A,E,A,A,D,,0,586,2830,3416,
2024-06-09 23:52:04,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,49,agi-eval/lsat-ar,157,Law,"Topic: Law
Context: The manager of a photography business must assign at least two photographers to each of two graduation ceremonies—one at Silva University and the other at Thorne University. Exactly six photographers are available—Frost, Gonzalez, Heideck, Knutson, Lai, and Mays—but not all have to be assigned. No photographer can be assigned to both ceremonies. The following constraints apply: Frost must be assigned together with Heideck to one of the graduation ceremonies. If Lai and Mays are both assigned, it must be to different ceremonies. If Gonzalez is assigned to the Silva University ceremony, then Lai must be assigned to the Thorne University ceremony. If Knutson is not assigned to the Thorne University ceremony, then both Heideck and Mays must be assigned to it.
Question: Which one of the following could be the complete assignment of photographers to the Silva University ceremony?
Choices:
  A: Frost, Gonzalez, Heideck, Knutson
  B: Frost, Gonzalez, Heideck
  C: Gonzalez, Knutson
  D: Heideck, Lai
  E: Knutson, Mays
",B,B,B,B,B,B,C,N,B,B,B,B,,1,528,2718,3246,
2024-06-09 23:52:09,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,50,agi-eval/lsat-ar,164,Law,"Topic: Law
Context: A detective is trying to determine the order in which a criminal recruited seven accomplices—Peters, Quinn, Rovero, Stanton, Tao, Villas, and White. In addition to discovering that the suspect recruited the accomplices one at a time, the detective has established the following: Stanton was recruited neither immediately before nor immediately after Tao. Quinn was recruited earlier than Rovero. Villas was recruited immediately before White. Peters was recruited fourth.
Question: If Tao was recruited second, which one of the following could be true?
Choices:
  A: Quinn was recruited third.
  B: Rovero was recruited fifth.
  C: Stanton was recruited sixth.
  D: Villas was recruited sixth.
  E: White was recruited third.
",D,B,B,D,B,A,A,D,C,B,B,D,,0,442,2822,3264,
2024-06-09 23:52:16,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,51,agi-eval/lsat-ar,104,Law,"Topic: Law
Context: A maintenance company that takes service requests from three clients—Image, Solide, and Truvest—plans to set targets for its average service response times. Service targets will be set at 3 days, 2 days, or 1 day. Two service targets are set for each client—one for requests received through the maintenance company's website and one for requests received by voicemail. The six targets are set according to the following conditions: None of the clients can have a website target that is longer than its voicemail target. Image's voicemail target must be shorter than the other clients' voicemail targets. Solide's website target must be shorter than Truvest's website target.
Question: If Truvest's website target is shorter than its voicemail target, which one of the following must be true?
Choices:
  A: Image's voicemail target is 2 days.
  B: Image's website target is 2 days.
  C: Image's website target is 1 day.
  D: Solide's website target is 2 days.
  E: Solide's website target is 1 day.
",C,B,C,C,B,C,C,B,B,C,C,E,,0,522,1594,2116,
2024-06-09 23:52:19,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,52,agi-eval/lsat-ar,110,Law,"Topic: Law
Context: An editor will edit seven articles, one at a time. Three of the articles—G, H, and J—cover finance; three other articles—Q, R, and S—cover nutrition; and the remaining article, Y, covers wildlife. The order in which the articles are edited is subject to the following conditions: Consecutive articles cannot cover the same topic as each other. S can be earlier than Q only if Q is third. S must be earlier than Y. J must be earlier than G, and G must be earlier than R.
Question: If Y is fourth, which one of the following must be true?
Choices:
  A: J is second.
  B: J is third
  C: Q is first.
  D: Q is third
  E: R is seventh.
",A,B,A,C,A,A,E,D,B,B,A,A,,1,456,2108,2564,
2024-06-09 23:52:24,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,53,agi-eval/lsat-ar,132,Law,"Topic: Law
Context: Exactly five movies are showing at the repertory theater this evening: a horror film, a mystery, a romance, a sci-fi film, and a western. Each movie is shown exactly once, on one of the theater's three screens: screens 1, 2, and 3. Screens 1 and 2 show two movies each, one beginning at 7 P.M. and the other at 9 P.M.; screen 3 shows exactly one movie, at 8 P.M. The following conditions apply to this evening's schedule: The western begins at some time before the horror film does. The sci-fi film is not shown on screen 3. The romance is not shown on screen 2. The horror film and the mystery are shown on different screens.
Question: Which one of the following CANNOT be an accurate list of the movies scheduled to be shown on screen 1 this evening, listing the 7 P.M. movie first?
Choices:
  A: the sci-fi film, the horror film
  B: the sci-fi film, the mystery
  C: the western, the horror film
  D: the western, the mystery
  E: the western, the sci-fi film
",D,N,N,A,A,E,B,D,A,B,A,E,,0,540,1763,2303,
2024-06-09 23:52:28,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,54,agi-eval/lsat-ar,84,Law,"Topic: Law
Context: A software company employs exactly seven sales representatives—Kim, Mahr, Parra, Quinn, Stuckey, Tiao, and Udall—to work in its three sales zones—Zone 1, Zone 2, and Zone 3. Each sales representative works in exactly one of the sales zones, in accordance with the following conditions: Either Parra or Tiao (but not both) works in Zone 1. Either Tiao or Udall (but not both) works in Zone 2. Parra and Quinn work in the same sales zone as each other. Stuckey and Udall work in the same sales zone as each other. There are more of the sales representatives working in Zone 3 than in Zone 2.
Question: Which one of the following must be false?
Choices:
  A: Kim and Stuckey both work in Zone 1.
  B: Kim and Stuckey both work in Zone 3.
  C: Mahr and Stuckey both work in Zone 3.
  D: Mahr and Udall both work in Zone 3.
  E: Parra and Stuckey both work in Zone I.
",A,E,E,D,A,E,E,A,D,A,E,A,,0,531,3450,3981,
2024-06-09 23:52:34,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,55,agi-eval/lsat-ar,23,Law,"Topic: Law
Context: On each of exactly seven consecutive days (day 1 though day 7), a pet shop features exactly one of three breeds of kitten—Himalayan, Manx, Siamese—and exactly one of three breeds of puppy—Greyhound, Newfoundland, Rottweiler. The following conditions must apply: Greyhounds are featured on day 1. No breed is featured on any two consecutive days. Any breed featured on day 1 is not featured on day 7. Himalayans are featured on exactly three days, but not on day 1. Rottweilers are not featured on day 7, nor on any day that features Himalayans.
Question: Which one of the following could be true?
Choices:
  A: There are exactly four breeds that are each featured on three days.
  B: Greyhounds are featured on every day that Himalayans are.
  C: Himalayans are featured on every day that Greyhounds are.
  D: Himalayans are featured on every day that Rottweilers are not.
  E: Rottweilers are featured on every day that Himalayans are not.
",D,D,D,D,D,D,C,D,D,D,D,A,,0,529,3401,3930,
2024-06-09 23:52:41,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,56,agi-eval/lsat-ar,103,Law,"Topic: Law
Context: A maintenance company that takes service requests from three clients—Image, Solide, and Truvest—plans to set targets for its average service response times. Service targets will be set at 3 days, 2 days, or 1 day. Two service targets are set for each client—one for requests received through the maintenance company's website and one for requests received by voicemail. The six targets are set according to the following conditions: None of the clients can have a website target that is longer than its voicemail target. Image's voicemail target must be shorter than the other clients' voicemail targets. Solide's website target must be shorter than Truvest's website target.
Question: If none of the clients has a voicemail target of 3 days, then each of the following must be true EXCEPT:
Choices:
  A: Image's website target is 1 day.
  B: Solide's website target is 2 days.
  C: Solide's voicemail target is 2 days.
  D: Truvest's website target is 2 days.
  E: Truvest's voicemail target is 2 days.
",A,B,A,,A,A,D,D,A,E,A,B,,0,529,3130,3659,
2024-06-09 23:52:47,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,57,agi-eval/lsat-ar,172,Law,"Topic: Law
Context: In the Lifestyle, Metro, and Sports sections of tomorrow's newspaper, a total of six different photographs are to appear, exactly two photographs per section. Each of the available photographs was taken by one of three photographers: Fuentes, Gagnon, and Hue. Selection of the photographs is constrained by the following conditions: For each photographer, at least one but no more than three of that photographers photographs must appear. At least one photograph in the Lifestyle section must be by a photographer who has at least one photograph in the Metro section. The number of Hue's photographs in the Lifestyle section must be the same as the number of Fuentes photographs in the Sports section. None of Gagnon's photographs can be in the Sports section.
Question: If one photograph in the Lifestyle section is by Fuentes and one is by Hue, then which one of the following could be true?
Choices:
  A: Both photographs in the Metro section are by Fuentes.
  B: Both photographs in the Metro section are by Gagnon.
  C: Exactly one photograph in the Metro section is by Hue.
  D: Both photographs in the Sports section are by Hue.
  E: Neither photograph in the Sports section is by Hue.
",C,E,C,C,C,D,C,D,C,C,C,C,,1,538,2761,3299,
2024-06-09 23:52:52,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,58,agi-eval/lsat-ar,25,Law,"Topic: Law
Context: A panel of five scientists will be formed. The panelists will be selected from among three botanists—F, G, and H—three chemists—K, L, and M—and three zoologists—P, Q, and R. Selection is governed by the following conditions: The panel must include at least one scientist of each of the three types. If more than one botanist is selected, then at most one zoologist is selected. F and K cannot both be selected. K and M cannot both be selected. If M is selected, both P and R must be selected.
Question: Which one of the following is an acceptable selection of scientists for the panel?
Choices:
  A: F, G, K, P, Q
  B: G, H, K, L, M
  C: G, H, K, L, R
  D: H, K, M, P, R
  E: H, L, M, P, Q
",D,D,B,D,D,C,D,D,D,D,D,C,,0,496,2348,2844,
2024-06-09 23:52:57,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,59,agi-eval/lsat-ar,191,Law,"Topic: Law
Context: Four students will be assigned to a history project in which they will search archives from the years 1921, 1922, 1923, and 1924. Each of the four years will have exactly one student assigned to it. Six students—Louis, Mollie, Onyx, Ryan, Tiffany, and Yoshio—are available for this project. The following conditions apply: Only Louis or Tiffany can be assigned to 1923. If Mollie is assigned to the project, then she must be assigned to either 1921 or 1922. If Tiffany is assigned to the project, then Ryan must be assigned to the project. If Ryan is assigned to the project, then Onyx must be assigned to the year immediately prior to Ryan's.
Question: Mollie must be assigned to 1922 if which one of the following is true?
Choices:
  A: Louis is assigned to 1924.
  B: Onyx is assigned to 1921.
  C: Onyx is assigned to 1924.
  D: Tiffany is assigned to 1923.
  E: Yoshio is assigned to 1921.
",E,D,B,B,B,B,B,B,A,B,B,E,,0,528,1845,2373,
2024-06-09 23:53:01,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,60,agi-eval/lsat-ar,36,Law,"Topic: Law
Context: A loading dock consists of exactly six bays numbered 1 through 6 consecutively from one side of the dock to the other. Each bay is holding a different one of exactly six types of cargo—fuel, grain, livestock, machinery, produce, or textiles. The following apply: The bay holding grain has a higher number than the bay holding livestock. The bay holding livestock has a higher number than the bay holding textiles. The bay holding produce has a higher number than the bay holding fuel. The bay holding textiles is next to the bay holding produce.
Question: If bay 4 is holding produce, then for exactly how many of the six bays is the type of cargo that bay is holding completely determined?
Choices:
  A: two
  B: three
  C: four
  D: five
  E: six
",B,C,C,D,C,B,C,C,E,E,C,C,,1,462,1520,1982,
2024-06-09 23:53:04,gpt-35-turbo,chain_of_thought,lsat-ar-100,0.2,61,agi-eval/lsat-ar,123,Law,"Topic: Law
Context: A corporate manager is selecting employees for a research team. The team will include at least four employees, all from among the following eight: Myers, Ortega, Paine, Schmidt, Thomson, Wong, Yoder, and Zayre. The selection is constrained by the following conditions: If Myers is on the team, neither Ortega nor Paine can be. If Schmidt is on the team, both Paine and Thomson must also be. If Wong is on the team, both Myers and Yoder must also be.
Question: Which one of the following is a possible selection of employees for the team?
Choices:
  A: Myers, Paine, Schmidt, and Thomson
  B: Ortega, Paine, Thomson, and Zayre
  C: Paine, Schmidt, Yoder, and Zayre
  D: Schmidt, Thomson, Yoder, and Zayre
  E: Thomson, Wong, Yoder, and Zayre
",B,D,B,D,D,E,E,D,E,D,D,B,,0,490,2996,3486,
